680,300,398,505,46,142,784,480
215,512,567,363,33,29,349,226
429,312,736,461,258,878,487,392
683,145,298,608,152,332,349,79
283,601,243,121,265,187,155,525
558,280,579,99,78,1,84,15
86,36,0,0,0,0,0,0
